timestamp,area,dissolution_rate
6,323872.0,372.962962962963
7,323872.0,373.39513325608345
8,330505.0,381.5232018561485
9,330505.0,381.9663182346109
10,326496.0,377.7488372093024
11,326496.0,378.1885913853318
12,317800.0,368.4941724941725
13,317800.0,368.9241540256709
14,265995.0,308.8352803738318
15,265995.0,309.19649122807016
16,265995.0,309.55854800936766
17,347320.0,405.26143024619
18,347320.0,405.737089201878
19,248540.0,290.13866039952995
20,248540.0,290.48
21,266904.0,312.452296819788
22,266904.0,312.8207547169811
23,266904.0,313.1900826446281
24,295138.0,346.9338061465721
25,295138.0,347.34437869822483
26,331881.0,391.2902843601896
27,331881.0,391.7544483985765
28,338200.0,399.7244655581948
29,338200.0,400.1997621878716
30,318150.0,376.8071428571429
31,318150.0,377.2562574493445
32,333572.0,396.109785202864
33,318150.0,378.15770609319
34,333572.0,397.0574162679426
35,316464.0,377.0443113772455
36,316464.0,377.49640287769785
37,324177.0,387.2088835534213
38,324177.0,387.67427884615387
39,324177.0,388.14079422382673
40,264344.0,316.5204819277108
41,264344.0,316.90229191797346
42,271701.0,326.17028985507244
43,271701.0,326.56469165659007
44,278070.0,334.6707021791768
45,278070.0,335.0763636363636
46,278070.0,335.4830097087379
47,339849.0,410.95625759416765
48,339849.0,411.45620437956205
49,270102.0,327.00365408038977
50,270102.0,327.4024390243902
51,298068.0,361.948717948718
52,298068.0,362.3911980440098
53,304658.0,370.9008567931456
54,304658.0,371.3553921568628
55,304658.0,371.8110429447853
56,298638.0,364.8722358722359
57,298638.0,365.3210332103321
58,299552.0,366.8965517241379
59,299552.0,367.3489519112207
60,291578.0,357.95802469135805
61,291578.0,358.40049443757727
62,302956.0,372.9257425742574
63,302956.0,373.3878562577447
64,302956.0,373.85111662531017
65,263376.0,325.1478260869565
66,263376.0,325.55223880597015
67,259182.0,320.73474470734743
68,259182.0,321.1346633416459
69,259776.0,322.2771535580524
70,259776.0,322.68
71,269748.0,335.5644555694618
72,269748.0,335.98496240601503
73,269748.0,336.40652446675034
74,260128.0,324.7437185929648
75,260128.0,325.15220125786163
76,272448.0,341.0780856423174
77,272448.0,341.5081967213115
78,272448.0,341.93939393939394
79,290979.0,365.7989886219975
80,290979.0,366.2620253164557
81,257911.0,324.8149556400507
82,257911.0,325.22715736040607
83,251196.0,317.1080050825921
84,251196.0,317.51145038167937
85,253723.0,321.13503184713375
86,253723.0,321.54464285714283
87,253723.0,321.95530012771394
88,259307.0,329.5076726342711
89,259307.0,329.92957746478874
90,265300.0,338.0358974358974
91,265300.0,338.46983311938385
92,254896.0,325.53213367609254
93,254896.0,325.9510939510939
94,257044.0,329.13917525773195
95,257044.0,329.56387096774193
96,258476.0,331.8397932816537
97,258476.0,332.26908150064685
98,255608.0,328.98445595854923
99,255608.0,329.4111543450065
100,255608.0,329.83896103896103
101,255432.0,330.03901170351105
102,255432.0,330.46875
103,250985.0,325.10169491525426
104,250985.0,325.52610966057443
105,254540.0,330.5986928104575
106,254540.0,331.0314136125655
107,254540.0,331.46526867627784
108,261324.0,340.8031496062992
109,261324.0,341.2509855453351
110,262614.0,343.39736842105265
111,262614.0,343.8498023715415
112,250632.0,328.49604221635883
113,250632.0,328.9299867899604
114,255535.0,335.8505291005291
115,255535.0,336.29536423841057
116,255535.0,336.7413793103448
117,254506.0,335.82204515272247
118,254506.0,336.2686170212766
119,260610.0,344.84420772303594
120,260610.0,345.304
121,256665.0,340.49799732977306
122,256665.0,340.9532085561497
123,256665.0,341.4096385542169
124,251694.0,335.20375335120644
125,251694.0,335.6536912751678
126,250630.0,334.6747311827957
127,250630.0,335.1251682368775
128,249561.0,334.1361185983827
129,249561.0,334.58704453441294
130,249561.0,335.0391891891892
131,248864.0,334.5493910690122
132,248864.0,335.00271002710025
133,248150.0,334.4884667571235
134,248150.0,334.9429347826087
135,248850.0,336.35102040816327
136,248850.0,336.8092643051771
137,248850.0,337.268758526603
138,245660.0,333.37158469945354
139,245660.0,333.82763337893294
140,246394.0,335.2904109589041
141,246394.0,335.7503429355281
142,244968.0,334.25274725274727
143,244968.0,334.71251719394775
144,244968.0,335.1735537190083
145,248850.0,340.9903448275862
146,248850.0,341.46132596685084
147,246023.0,338.0235131396957
148,246023.0,338.4916897506925
149,244622.0,337.01803051317614
150,244622.0,337.4861111111111
151,247441.0,341.87621696801114
152,247441.0,342.3523676880223
153,247441.0,342.82984658298466
154,247365.0,343.20251396648047
155,247365.0,343.6825174825175
156,244605.0,340.29831932773106
157,244605.0,340.77559607293125
158,242880.0,338.8314606741573
159,242880.0,339.3080168776372
160,242880.0,339.78591549295777
161,248400.0,348.05077574047954
162,248400.0,348.542372881356
163,243552.0,342.1782178217822
164,243552.0,342.6628895184136
165,243530.0,343.1177304964539
166,243530.0,343.6051136363636
167,243530.0,344.09388335704125
168,242864.0,343.63532763532766
169,242864.0,344.1255349500713
170,244584.0,347.07428571428574
171,244584.0,347.5708154506437
172,242792.0,345.50143266475646
173,242792.0,345.9971305595409
174,242792.0,346.4942528735632
175,246006.0,351.61726618705035
176,246006.0,352.12391930835736
177,243162.0,348.5281385281385
178,243162.0,349.03179190751445
179,242451.0,348.50795947901594
180,242451.0,349.0130434782609
181,242451.0,349.51959361393324
182,241400.0,348.5
183,241400.0,349.00727802037846
184,239360.0,346.5422740524781
185,239360.0,347.04817518248177
186,239360.0,347.55555555555554
187,240084.0,349.12445095168374
188,240084.0,349.6363636363636
189,240720.0,351.0837004405286
190,240720.0,351.6
191,238995.0,349.5773195876289
192,238995.0,350.0929203539823
193,238995.0,350.61004431314626
194,237248.0,348.5443786982249
195,237248.0,349.06074074074075
196,237639.0,350.15875370919883
197,237639.0,350.6790490341753
198,237300.0,350.69642857142856
199,237300.0,351.21907600596126
200,237300.0,351.74328358208953
201,237614.0,352.73841554559044
202,237614.0,353.26646706586826
203,236880.0,352.69565217391306
204,236880.0,353.22522522522524
205,234835.0,350.6812030075188
206,234835.0,351.2093373493976
207,234765.0,351.6334841628959
208,234835.0,352.2703927492447
209,234765.0,352.69742813918305
210,233433.0,351.21363636363634
211,233433.0,351.7465857359636
212,234468.0,353.85410334346506
213,234468.0,354.39269406392697
214,233433.0,353.3551829268293
215,233433.0,353.89465648854963
216,233433.0,354.4357798165138
217,233396.0,354.9218989280245
218,233396.0,355.46625766871165
219,232068.0,353.97235023041475
220,232068.0,354.5169230769231
221,234099.0,358.1926040061633
222,234099.0,358.7453703703704
223,230010.0,352.97990726429674
224,230010.0,353.5263157894737
225,230010.0,354.0744186046512
226,231000.0,356.16149068322983
227,231000.0,356.7153965785381
228,228200.0,352.90965732087227
229,228200.0,353.46021840873635
230,226570.0,351.465625
231,226570.0,352.01564945226914
232,207603.0,322.83855799373043
233,207603.0,323.3453689167975
234,207603.0,323.85377358490564
235,204480.0,319.44566929133856
236,204480.0,319.94952681388014
237,205800.0,322.5402843601896
238,205800.0,323.0506329113924
239,204282.0,321.1568938193344
240,204282.0,321.6666666666667
241,204282.0,322.17806041335456
242,203700.0,321.7643312101911
243,203700.0,322.2775119617225
244,203816.0,322.9776357827476
245,203816.0,323.4944
246,205100.0,326.0705128205128
247,205100.0,326.5939004815409
248,205100.0,327.11897106109325
249,200160.0,319.69082125603865
250,200160.0,320.2064516129032
251,195712.0,313.53796445880454
252,195712.0,314.0453074433657
253,195008.0,313.4132901134522
254,195008.0,313.9220779220779
255,202130.0,326.0130081300813
256,202130.0,326.54397394136805
257,202130.0,327.07667210440457
258,195562.0,316.87908496732024
259,195562.0,317.3977086743044
260,196268.0,319.07540983606555
261,196268.0,319.5993431855501
262,196268.0,320.125
263,200566.0,327.7331136738056
264,200566.0,328.27392739273927
265,196119.0,321.4661157024793
266,196119.0,321.99834437086093
267,198604.0,326.65339966832505
268,198604.0,327.19601328903656
269,198604.0,327.7404326123128
270,198484.0,328.08666666666664
271,198484.0,328.63439065108514
272,193875.0,321.47658862876256
273,193875.0,322.0150753768844
274,193875.0,322.5553691275168
275,197912.0,329.88235294117646
276,197912.0,330.43771043771045
277,196685.0,328.9258010118044
278,196685.0,329.4814189189189
279,195836.0,328.6023688663283
280,195836.0,329.1593220338983
281,195836.0,329.7181663837012
282,197505.0,333.1173469387755
283,197505.0,333.6848381601363
284,195960.0,331.61774744027304
285,195960.0,332.18461538461537
286,193200.0,328.027397260274
287,193200.0,328.590051457976
288,194298.0,331.0412371134021
289,193200.0,329.7211703958692
290,194298.0,332.18275862068964
291,191100.0,327.23316062176167
292,191100.0,327.7993079584775
293,194580.0,334.3986135181976
294,194580.0,334.9791666666667
295,192640.0,332.18782608695653
296,192640.0,332.76655052264806
297,192640.0,333.347294938918
298,195795.0,339.4458041958042
299,195795.0,340.0402802101576
300,194824.0,338.93333333333334
301,193572.0,337.3286467486819
302,194824.0,340.1267605633803
303,193572.0,338.51851851851853
304,193572.0,339.1166077738516
305,194824.0,341.93274336283184
306,194824.0,342.5390070921986
307,193572.0,340.9236234458259
308,193572.0,341.5302491103203
309,193572.0,342.13903743315507
310,193452.0,342.5357142857143
311,193452.0,343.1484794275492
312,196992.0,350.10752688172045
313,196992.0,350.73608617594255
314,193855.0,345.72482014388487
315,193855.0,346.34774774774775
316,193855.0,346.97292418772565
317,190960.0,342.36528028933094
318,190960.0,342.9855072463768
319,193855.0,348.86206896551727
320,193855.0,349.49636363636364
321,194540.0,351.3806921675774
322,194540.0,352.021897810219
323,194540.0,352.6654478976234
324,196650.0,357.1758241758242
325,196650.0,357.83119266055047
326,195392.0,356.1764705882353
327,195392.0,356.83241252302025
328,198232.0,362.73062730627305
329,198232.0,363.4011090573013
330,198232.0,364.0740740740741
331,197743.0,363.8423005565863
