timestamp,area,dissolution_rate
332,197743.0,364.5185873605948
333,196080.0,362.1005586592179
334,196080.0,362.7761194029851
335,195676.0,362.6990654205608
336,195676.0,363.378277153558
337,195676.0,364.06003752345214
338,197743.0,368.6296992481203
339,197743.0,369.3239171374765
340,193572.0,362.1509433962264
341,193572.0,362.8355387523629
342,193572.0,363.52272727272725
343,192888.0,362.9146110056926
344,192888.0,363.6045627376426
345,193404.0,365.28
346,193404.0,365.9770992366412
347,193972.0,367.7629063097514
348,193972.0,368.4674329501916
349,193972.0,369.1746641074856
350,195225.0,372.2942307692308
351,195225.0,373.0115606936416
352,192268.0,368.023166023166
353,192268.0,368.7350096711799
354,191080.0,367.1472868217055
355,191080.0,367.8601941747573
356,191080.0,368.5758754863813
357,187005.0,361.35087719298247
358,187005.0,362.056640625
359,189000.0,366.6692759295499
360,189000.0,367.3882352941176
361,188206.0,366.5500982318271
362,188206.0,367.2716535433071
363,187650.0,366.8994082840237
364,187650.0,367.62450592885375
365,187650.0,368.3524752475248
366,187529.0,368.843253968254
367,187529.0,369.5765407554672
368,186698.0,368.6573705179283
369,186698.0,369.3932135728543
370,187372.0,371.48
371,187372.0,372.2244488977956
372,186698.0,371.6184738955823
373,186698.0,372.36619718309856
374,186698.0,373.116935483871
375,187952.0,376.4040404040404
376,187952.0,377.165991902834
377,186300.0,374.58012170385393
378,186300.0,375.3414634146341
379,184652.0,372.74949083503054
380,184652.0,373.5102040816327
381,184652.0,374.2740286298568
382,185072.0,375.9016393442623
383,185072.0,376.6735112936345
384,183008.0,373.201646090535
385,183008.0,373.97113402061854
386,180944.0,370.4793388429752
387,180944.0,371.2463768115942
388,180944.0,372.0165975103735
389,183540.0,378.1871101871102
390,183540.0,378.975
391,179470.0,371.2693110647182
392,179470.0,372.0460251046025
393,179470.0,372.8259958071279
394,181896.0,378.7058823529412
395,181896.0,379.5031578947368
396,179892.0,376.0759493670886
397,179892.0,376.8710359408034
398,180155.0,378.2266949152543
399,180155.0,379.0297239915074
400,180155.0,379.836170212766
401,177156.0,374.2515991471215
402,177156.0,375.0512820512821
403,178785.0,379.3426124197002
404,178785.0,380.156652360515
405,178524.0,380.4129032258065
406,178524.0,381.2327586206897
407,178524.0,382.05615550755937
408,178100.0,381.965367965368
409,178100.0,382.7939262472885
410,178620.0,384.7565217391305
411,178620.0,385.5947712418301
412,178620.0,386.4366812227074
413,179892.0,390.0656455142232
414,179892.0,390.92105263157896
415,177636.0,386.821978021978
416,177636.0,387.6740088105727
417,176540.0,386.11037527593817
418,176540.0,386.9646017699115
419,176540.0,387.8226164079823
420,176214.0,387.96
421,176214.0,388.82405345211583
422,174760.0,386.44642857142856
423,174760.0,387.3109619686801
424,178002.0,395.4484304932735
425,178002.0,396.3370786516854
426,178002.0,397.22972972972974
427,175531.0,392.54853273137695
428,175531.0,393.4366515837104
429,178263.0,400.5238095238095
430,178263.0,401.4340909090909
431,176436.0,398.1867881548975
432,176436.0,399.0958904109589
433,178422.0,404.5537757437071
434,178422.0,405.4816513761468
435,178422.0,406.41379310344826
436,172288.0,393.2165898617512
437,172288.0,394.1247113163972
438,178051.0,408.3773148148149
439,178051.0,409.3248259860789
440,175343.0,403.9790697674418
441,175343.0,404.9207459207459
442,175343.0,405.86682242990656
443,179140.0,415.7096018735363
444,179140.0,416.6854460093897
445,178728.0,416.6964705882353
446,178728.0,417.6792452830189
447,176850.0,414.2269503546099
448,176850.0,415.2085308056872
449,176850.0,416.1947743467933
450,176697.0,416.82142857142856
451,176697.0,417.8162291169451
452,176588.0,418.555023923445
453,176588.0,419.5587529976019
454,176697.0,420.8293269230769
455,176697.0,421.8433734939759
456,176697.0,422.8623188405797
457,176210.0,422.70702179176754
458,176210.0,423.7330097087379
459,175392.0,422.7737226277373
460,175392.0,423.8048780487805
461,175500.0,425.10513447432766
462,175500.0,426.1470588235294
463,176850.0,430.5110565110565
464,176850.0,431.57142857142856
465,173530.0,424.4395061728395
466,173530.0,425.490099009901
467,173892.0,427.4441687344913
468,173892.0,428.5074626865672
469,176958.0,437.2219451371571
470,176958.0,438.315
471,172288.0,427.7092731829574
472,172288.0,428.78391959799
473,168084.0,419.2745591939546
474,168084.0,420.3333333333333
475,168084.0,421.3974683544304
476,174150.0,437.8629441624365
477,174150.0,438.9770992366412
478,169510.0,428.2602040816327
479,169510.0,429.3554987212276
480,169418.0,430.2205128205128
481,169418.0,431.3264781491002
482,169418.0,432.4381443298969
483,175343.0,448.8656330749354
484,175343.0,450.0284974093264
485,167000.0,429.5272727272727
486,167000.0,430.6458333333333
487,168923.0,436.7911227154047
488,168923.0,437.934554973822
489,164749.0,428.1286089238845
490,164749.0,429.2552631578947
491,164749.0,430.38786279683376
492,166408.0,435.9153439153439
493,166408.0,437.0716180371353
494,168840.0,444.7021276595744
495,168840.0,445.888
496,168421.0,445.9598930481283
497,168421.0,447.15549597855227
498,168336.0,448.1290322580645
499,168336.0,449.33692722371967
500,168336.0,450.55135135135134
501,165500.0,444.0867208672087
502,159236.0,428.2717391304348
503,165500.0,446.5068119891008
504,159236.0,430.6120218579235
505,162190.0,439.8849315068493
506,162190.0,441.0934065934066
507,162190.0,442.3085399449036
508,162360.0,444.0
509,162360.0,445.2299168975069
510,161622.0,444.4166666666667
511,161622.0,445.6545961002785
512,159576.0,441.1843575418994
513,159576.0,442.4201680672269
514,159576.0,443.6629213483146
515,159962.0,446.0
516,159962.0,447.2598870056497
517,156366.0,438.3399433427762
518,156366.0,439.58522727272725
519,158553.0,447.0683760683761
520,158553.0,448.3457142857143
521,158553.0,449.6303724928367
522,148850.0,423.0402298850575
523,148850.0,424.2593659942363
524,141900.0,405.3988439306359
525,141900.0,406.5739130434783
526,143190.0,411.5058139534884
527,143190.0,412.70553935860056
528,143856.0,415.859649122807
529,143856.0,417.0791788856305
530,143856.0,418.3058823529412
531,143871.0,419.5840707964602
532,143871.0,420.8254437869823
533,141474.0,414.9614243323442
534,141474.0,416.19642857142856
535,141050.0,416.17313432835823
536,141050.0,417.4191616766467
537,137816.0,408.96096096096096
538,137816.0,410.1927710843373
539,139920.0,417.78851963746223
540,137816.0,412.6787878787879
541,139920.0,420.32826747720367
542,137783.0,415.094512195122
543,137783.0,416.3639143730887
544,135240.0,409.840490797546
545,135240.0,411.1015384615384
546,135240.0,412.3703703703704
547,134964.0,412.79256965944273
548,134964.0,414.0745341614907
549,133455.0,410.66355140186914
550,133455.0,411.946875
551,130732.0,404.7021943573668
552,130732.0,405.9748427672956
553,131856.0,410.801261829653
554,131856.0,412.1012658227848
555,127161.0,398.5047619047619
556,127161.0,399.7738853503185
557,127161.0,401.0511182108626
558,131340.0,415.7307692307692
559,131340.0,417.0675241157557
560,131937.0,420.3387096774193
561,131937.0,421.6990291262136
562,126720.0,406.1298701298701
563,126720.0,407.4527687296417
564,131472.0,424.3137254901961
565,131472.0,425.7049180327869
566,131472.0,427.10526315789474
567,131005.0,426.973597359736
568,131005.0,428.387417218543
569,129626.0,425.2292358803987
570,129626.0,426.64666666666665
571,133650.0,441.5317725752509
572,133650.0,443.0134228187919
573,135036.0,449.1717171717172
574,135036.0,450.6891891891892
575,135036.0,452.2169491525424
576,132104.0,443.78231292517006
577,132104.0,445.29692832764505
578,133763.0,452.5034246575343
579,133763.0,454.05841924398624
580,130260.0,443.5448275862069
581,130260.0,445.0795847750865
582,129675.0,444.59375
583,129675.0,446.1428571428572
584,129675.0,447.7027972027972
585,130808.0,453.2491228070176
586,130808.0,454.8450704225352
587,126100.0,439.8162544169612
588,126100.0,441.3758865248227
589,130455.0,458.4448398576512
590,130455.0,460.08214285714286
591,130455.0,461.7311827956989
592,131040.0,465.49640287769785
593,131040.0,467.1768953068592
594,131124.0,469.1739130434783
595,131124.0,470.88
596,150332.0,542.7007299270073
597,150332.0,544.6886446886447
598,149175.0,542.4375
599,149175.0,544.4391143911439
600,149565.0,547.9
601,149565.0,549.9368029739777
602,148960.0,549.7313432835821
603,148960.0,551.7902621722847
604,148960.0,553.8646616541354
605,148960.0,555.954716981132
606,149156.0,558.8030303030303
607,149156.0,560.9277566539924
608,129398.0,487.6564885496183
609,129398.0,489.5249042145594
610,129398.0,491.4076923076923
611,129398.0,493.3050193050193
612,129398.0,495.2170542635659
613,129398.0,497.14396887159535
614,129398.0,499.0859375
615,129398.0,501.043137254902
616,129398.0,503.01574803149606
617,129398.0,505.00395256916994
618,129398.0,507.0079365079365
619,129398.0,509.0278884462151
620,129398.0,511.064
621,129398.0,513.1164658634539
622,129398.0,515.1854838709677
623,129398.0,517.2712550607288
624,129398.0,519.3739837398374
625,129398.0,521.4938775510204
626,129398.0,523.6311475409836
627,129398.0,525.7860082304527
628,129398.0,527.9586776859504
629,129398.0,530.149377593361
630,129398.0,532.3583333333333
631,129398.0,534.5857740585774
632,129398.0,536.8319327731092
633,129398.0,539.0970464135021
634,129398.0,541.3813559322034
635,129398.0,543.6851063829787
636,129398.0,546.008547008547
637,129398.0,548.3519313304721
638,129398.0,550.7155172413793
639,129398.0,553.0995670995671
640,129398.0,555.5043478260869
641,129398.0,557.9301310043668
642,129398.0,560.3771929824561
643,129398.0,562.8458149779735
644,129398.0,565.3362831858407
645,129398.0,567.8488888888888
646,129398.0,570.3839285714286
647,129398.0,572.9417040358744
648,129398.0,575.5225225225225
649,129398.0,578.1266968325792
650,129398.0,580.7545454545455
651,129398.0,583.4063926940639
652,129398.0,586.0825688073395
653,129398.0,588.7834101382489
654,129398.0,591.5092592592592
655,129398.0,594.2604651162791
656,129398.0,597.0373831775701
657,129398.0,599.8403755868544
658,129398.0,602.6698113207547
659,129398.0,605.526066350711
660,129398.0,608.4095238095238
661,129398.0,611.3205741626795
662,129398.0,614.2596153846154
663,129398.0,617.2270531400966
664,129398.0,620.2233009708738
665,129398.0,623.2487804878049
666,129398.0,626.3039215686274
667,129398.0,629.3891625615763
668,129398.0,632.5049504950495
669,129398.0,635.6517412935324
670,129398.0,638.83
671,129398.0,642.0402010050251
672,53654.0,262.73737373737373
673,53654.0,264.07106598984774
674,54285.0,268.63775510204084
675,54285.0,270.0153846153846
676,53654.0,268.1546391752577
677,53654.0,269.54404145077723
678,53130.0,268.21875
679,53130.0,269.62303664921467
680,51705.0,263.5421052631579
681,51705.0,264.93650793650795
682,51705.0,266.34574468085106
683,50304.0,260.27807486631013
684,50304.0,261.6774193548387
685,50180.0,262.4216216216216
686,50180.0,263.8478260869565
687,50165.0,265.20765027322403
688,50165.0,266.66483516483515
689,50165.0,268.1381215469613
690,50432.0,271.1111111111111
691,50432.0,272.6256983240223
692,50165.0,272.6573033707865
693,50165.0,274.1977401129943
694,50165.0,275.7556818181818
695,50165.0,277.33142857142855
696,50165.0,278.92528735632186
697,49140.0,274.6127167630058
698,49140.0,276.2093023255814
699,50432.0,285.3801169590643
700,50432.0,287.05882352941177
701,48500.0,277.32544378698225
702,48500.0,278.9761904761905
703,48500.0,280.6467065868263
704,48375.0,281.5843373493976
705,48375.0,283.2909090909091
706,47970.0,282.5487804878049
707,47970.0,284.2822085889571
708,48250.0,287.7654320987654
709,48250.0,289.5527950310559
710,47616.0,287.4
711,47616.0,289.20754716981133
712,47616.0,291.0379746835443
713,48375.0,297.7261146496815
714,48375.0,299.63461538461536
715,46827.0,291.5806451612903
716,46827.0,293.47402597402595
717,47355.0,298.84313725490193
718,47355.0,300.8092105263158
719,44390.0,283.1655629139073
720,44390.0,285.05333333333334
721,44390.0,286.96644295302013
722,44118.0,287.06756756756755
723,44118.0,289.0204081632653
724,43776.0,288.6575342465753
725,43776.0,290.64827586206894
726,43232.0,288.8888888888889
727,43232.0,290.90909090909093
728,43008.0,291.38028169014086
729,43008.0,293.4468085106383
730,43008.0,295.54285714285714
731,43890.0,304.0143884892086
732,43890.0,306.2173913043478
733,44390.0,312.1021897810219
734,44390.0,314.3970588235294
735,44544.0,317.8666666666667
736,44544.0,320.23880597014926
737,44544.0,322.6466165413534
738,43120.0,314.3030303030303
739,43120.0,316.7022900763359
740,43232.0,320.0
741,43232.0,322.4806201550388
742,42460.0,318.96875
743,42460.0,321.4803149606299
744,42460.0,324.031746031746
745,42735.0,328.824
746,42735.0,331.4758064516129
747,42460.0,331.9349593495935
748,42460.0,334.655737704918
749,41256.0,327.4710743801653
750,41256.0,330.2
751,41256.0,332.9747899159664
752,42074.0,342.728813559322
753,42074.0,345.65811965811963
754,42624.0,353.3793103448276
755,42624.0,356.45217391304345
756,42735.0,360.55263157894734
757,42735.0,363.7433628318584
758,42735.0,366.9910714285714
759,42735.0,370.2972972972973
760,42735.0,373.6636363636364
761,39962.0,351.651376146789
762,39962.0,354.9074074074074
763,39962.0,358.2242990654205
764,39962.0,361.6037735849056
765,39962.0,365.04761904761904
766,40068.0,369.5769230769231
767,40068.0,373.1650485436893
768,40068.0,376.8235294117647
769,40068.0,380.5544554455445
770,40068.0,384.36
771,40068.0,388.24242424242425
772,40068.0,392.2040816326531
773,40068.0,396.2474226804124
774,40068.0,400.375
775,40068.0,404.5894736842105
776,40068.0,408.8936170212766
777,40068.0,413.2903225806452
778,5200.0,38.78260869565217
779,5200.0,39.20879120879121
780,5280.0,40.53333333333333
781,5280.0,40.98876404494382
782,5280.0,41.45454545454545
783,5214.0,41.172413793103445
784,5214.0,41.65116279069768
785,5135.0,41.21176470588235
786,5135.0,41.70238095238095
787,5070.0,41.42168674698795
788,5070.0,41.926829268292686
789,4928.0,40.69135802469136
790,4928.0,41.2
791,4928.0,41.721518987341774
792,4940.0,42.41025641025641
793,4940.0,42.96103896103896
794,4864.0,42.526315789473685
795,4864.0,43.09333333333333
796,5005.0,45.58108108108108
797,5005.0,46.2054794520548
798,5005.0,46.84722222222222
799,4725.0,43.563380281690144
800,4725.0,44.18571428571428
801,4725.0,44.82608695652174
802,4725.0,45.48529411764706
803,4800.0,47.28358208955224
804,4800.0,48.0
805,4800.0,48.738461538461536
806,4588.0,46.1875
807,4588.0,46.92063492063492
808,4662.0,48.87096774193548
809,4662.0,49.67213114754098
810,4599.0,49.45
811,4599.0,50.28813559322034
812,4599.0,51.1551724137931
813,4453.0,49.49122807017544
814,4453.0,50.375
815,4331.0,49.07272727272727
816,4331.0,49.98148148148148
817,4270.0,49.77358490566038
818,4270.0,50.73076923076923
819,4278.0,51.88235294117647
820,4278.0,52.92
821,4278.0,54.0
822,4216.0,53.833333333333336
823,4216.0,54.97872340425532
824,4080.0,53.21739130434783
825,4080.0,54.4
826,4026.0,54.40909090909091
827,3770.0,49.72093023255814
828,4026.0,57.0
829,3770.0,52.14634146341464
830,3770.0,53.45
831,3835.0,56.48717948717949
832,3835.0,57.97368421052632
833,3534.0,51.4054054054054
834,3534.0,52.833333333333336
835,3538.0,54.457142857142856
836,3538.0,56.05882352941177
837,3538.0,57.75757575757576
838,3538.0,59.5625
839,3538.0,61.483870967741936
840,3477.0,61.5
841,3477.0,63.62068965517241
842,3248.0,57.71428571428572
843,3248.0,59.851851851851855
844,3192.0,60.0
845,3192.0,62.4
846,3249.0,67.375
847,3249.0,70.30434782608695
848,3249.0,73.5
849,3021.0,66.14285714285714
850,2856.0,61.2
851,2856.0,64.42105263157895
852,2592.0,53.333333333333336
853,2592.0,56.47058823529412
854,2496.0,54.0
855,2496.0,57.6
856,2496.0,61.71428571428572
857,2397.0,58.84615384615385
858,2397.0,63.75
859,2300.0,60.72727272727273
860,2300.0,66.8
861,2300.0,74.22222222222223
862,2300.0,83.5
863,2754.0,160.28571428571428
864,2703.0,178.5
865,2652.0,204.0
866,2499.0,216.75
867,2448.0,272.0
868,2397.0,382.5
869,1887.0,255.0
870,1632.0,
